Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_source,label,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ref_biomaterial,ReleaseDate,Sample Name,SRA Study
SRR1693219,AMPLICON,308,16670766,PRJNA268708,SAMN03223944,Metagenome or environmental,9182267,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796043,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.98,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.98,SRP050404
SRR1693220,AMPLICON,309,17960589,PRJNA268708,SAMN03223945,Metagenome or environmental,9736552,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796044,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.99,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.99,SRP050404
SRR1693221,AMPLICON,308,22863383,PRJNA268708,SAMN03223946,Metagenome or environmental,12529419,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796045,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.100,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.100,SRP050404
SRR1693222,AMPLICON,310,19881048,PRJNA268708,SAMN03223947,Metagenome or environmental,10494528,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796046,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.101,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.101,SRP050404
SRR1693224,AMPLICON,310,16196592,PRJNA268708,SAMN03223948,Metagenome or environmental,8576703,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796047,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.102,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.102,SRP050404
SRR1693225,AMPLICON,308,18103348,PRJNA268708,SAMN03223949,Metagenome or environmental,9979246,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796049,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.103,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.103,SRP050404
SRR1693226,AMPLICON,311,20059901,PRJNA268708,SAMN03223950,Metagenome or environmental,10337975,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796052,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.104,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.104,SRP050404
SRR1693228,AMPLICON,309,11894218,PRJNA268708,SAMN03223951,Metagenome or environmental,6419136,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796054,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.105,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.105,SRP050404
SRR1693229,AMPLICON,308,17693605,PRJNA268708,SAMN03223952,Metagenome or environmental,9664931,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796056,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.106,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.106,SRP050404
SRR1693231,AMPLICON,308,20814574,PRJNA268708,SAMN03223953,Metagenome or environmental,11337690,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796057,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.107,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.107,SRP050404
SRR1693254,AMPLICON,310,17538269,PRJNA268708,SAMN03223954,Metagenome or environmental,9217467,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796078,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.108,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.108,SRP050404
SRR1693255,AMPLICON,309,18918032,PRJNA268708,SAMN03223955,Metagenome or environmental,10358890,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796079,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.109,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.109,SRP050404
SRR1693256,AMPLICON,308,17089318,PRJNA268708,SAMN03223956,Metagenome or environmental,9234886,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796080,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.110,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.110,SRP050404
SRR1693257,AMPLICON,310,22097327,PRJNA268708,SAMN03223957,Metagenome or environmental,11565428,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796081,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.111,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.111,SRP050404
SRR1693258,AMPLICON,309,11982434,PRJNA268708,SAMN03223958,Metagenome or environmental,6385486,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796082,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.112,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.112,SRP050404
SRR1693259,AMPLICON,309,15037929,PRJNA268708,SAMN03223959,Metagenome or environmental,8007448,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796083,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.113,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.113,SRP050404
SRR1693267,AMPLICON,308,16770529,PRJNA268708,SAMN03223960,Metagenome or environmental,9191589,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796091,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.114,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.114,SRP050404
SRR1693268,AMPLICON,309,18792131,PRJNA268708,SAMN03223961,Metagenome or environmental,9926747,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796092,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.115,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.115,SRP050404
SRR1693269,AMPLICON,307,16435346,PRJNA268708,SAMN03223962,Metagenome or environmental,9246487,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796093,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.116,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.116,SRP050404
SRR1693270,AMPLICON,308,12636578,PRJNA268708,SAMN03223963,Metagenome or environmental,6906432,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796094,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.117,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.117,SRP050404
SRR1693276,AMPLICON,311,21084502,PRJNA268708,SAMN03223964,Metagenome or environmental,10828941,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796095,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.118,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.118,SRP050404
SRR1693281,AMPLICON,308,18553822,PRJNA268708,SAMN03223965,Metagenome or environmental,10121865,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796104,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.119,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.119,SRP050404
SRR1693285,AMPLICON,309,18809631,PRJNA268708,SAMN03223966,Metagenome or environmental,10011624,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796109,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.120,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.120,SRP050404
SRR1693293,AMPLICON,309,15082546,PRJNA268708,SAMN03223967,Metagenome or environmental,8036165,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796117,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.121,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.121,SRP050404
SRR1693294,AMPLICON,309,18940055,PRJNA268708,SAMN03223968,Metagenome or environmental,10333645,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796118,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.122,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.122,SRP050404
SRR1693300,AMPLICON,309,16499612,PRJNA268708,SAMN03223969,Metagenome or environmental,8973222,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796124,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.123,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.123,SRP050404
SRR1693305,AMPLICON,309,16937287,PRJNA268708,SAMN03223970,Metagenome or environmental,9288775,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796130,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.124,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.124,SRP050404
SRR1693306,AMPLICON,308,12679629,PRJNA268708,SAMN03223971,Metagenome or environmental,6928866,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796131,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.125,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.125,SRP050404
SRR1693307,AMPLICON,309,12512757,PRJNA268708,SAMN03223972,Metagenome or environmental,6550558,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796132,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.126,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.126,SRP050404
SRR1693308,AMPLICON,309,14948874,PRJNA268708,SAMN03223973,Metagenome or environmental,8081866,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796134,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.127,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.127,SRP050404
SRR1693347,AMPLICON,310,15724461,PRJNA268708,SAMN03223974,Metagenome or environmental,8319365,VHIR,2012-09-23,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796135,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.128,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.128,SRP050404
SRR1693348,AMPLICON,309,13216399,PRJNA268708,SAMN03223975,Metagenome or environmental,7093821,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796174,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.40.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.40.2,SRP050404
SRR1693349,AMPLICON,310,22218369,PRJNA268708,SAMN03223976,Metagenome or environmental,11707942,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796175,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.41.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.41.2,SRP050404
SRR1693350,AMPLICON,307,24478938,PRJNA268708,SAMN03223977,Metagenome or environmental,13620844,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796176,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.42.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.42.2,SRP050404
SRR1693351,AMPLICON,308,20492019,PRJNA268708,SAMN03223978,Metagenome or environmental,11401378,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796177,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.43.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.43.2,SRP050404
SRR1693352,AMPLICON,309,28776947,PRJNA268708,SAMN03223979,Metagenome or environmental,15522672,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796178,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.44.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.44.2,SRP050404
SRR1693353,AMPLICON,308,26113417,PRJNA268708,SAMN03223980,Metagenome or environmental,14420782,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796179,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.45.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.45.2,SRP050404
SRR1693354,AMPLICON,307,27828019,PRJNA268708,SAMN03223981,Metagenome or environmental,15402810,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796180,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.47.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.47.2,SRP050404
SRR1693355,AMPLICON,308,23933715,PRJNA268708,SAMN03223982,Metagenome or environmental,13054359,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796181,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.48.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.48.2,SRP050404
SRR1693356,AMPLICON,307,21299627,PRJNA268708,SAMN03223983,Metagenome or environmental,12045274,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796182,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.49.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.49.2,SRP050404
SRR1693357,AMPLICON,307,25283368,PRJNA268708,SAMN03223984,Metagenome or environmental,14100417,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796183,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.50.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.50.2,SRP050404
SRR1693358,AMPLICON,307,18342050,PRJNA268708,SAMN03223985,Metagenome or environmental,10383295,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796184,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.51.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.51.2,SRP050404
SRR1693359,AMPLICON,308,22671275,PRJNA268708,SAMN03223986,Metagenome or environmental,12399451,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796185,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.53.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.53.2,SRP050404
SRR1693360,AMPLICON,307,19868555,PRJNA268708,SAMN03223987,Metagenome or environmental,11118363,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796186,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.54.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.54.2,SRP050404
SRR1693361,AMPLICON,306,15499967,PRJNA268708,SAMN03223988,Metagenome or environmental,8737574,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796187,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.55.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.55.2,SRP050404
SRR1693362,AMPLICON,309,26004915,PRJNA268708,SAMN03223989,Metagenome or environmental,13881735,VHIR,2012-01-09,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX796188,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.58.2,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.58.2,SRP050404
SRR1765921,AMPLICON,308,14907294,PRJNA268708,SAMN03224057,Metagenome or environmental,8428436,VHIR,2010-11-17,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX847450,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,HC.06,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,HC.06,SRP050404
SRR1687425,AMPLICON,309,20348598,PRJNA268708,SAMN03223888,Metagenome or environmental,11000623,VHIR,2011-12-07,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX792281,Spain,Europe,Spain,Homo sapiens,Illumina MiSeq,human feces,MO.39,41.3833 N 2.1833 E,,SINGLE,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,feces,2015-08-11T00:00:00Z,MO.39,SRP050404
