"","OTU","Sample","Abundance","host_disease","author","host_subtype","Kingdom","Phylum","Class","Order","Family","Genus"
"1826","ASV47","SRR7282489",431,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"1767","ASV45","SRR7282484",421,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"1629","ASV41","SRR7282518",415,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"1406","ASV37","SRR7282485",410,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"548","ASV181","SRR7282520",409,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera"
"2340","ASV60","SRR7282485",408,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002"
"1635","ASV41","SRR7282490",402,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"631","ASV19","SRR7282504",401,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"780","ASV22","SRR7282485",401,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"2882","ASV96","SRR7282519",399,"Healthy","Zhuang","HC","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"642","ASV19","SRR7282486",398,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"511","ASV180","SRR7282506",397,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"770","ASV22","SRR7282507",386,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"1249","ASV31","SRR7282510",383,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas"
"1642","ASV41","SRR7282488",382,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"1185","ASV30","SRR7282487",381,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2817","ASV90","SRR7282484",379,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister"
"108","ASV110","SRR7282507",378,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"736","ASV213","SRR7282510",377,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"771","ASV22","SRR7282506",370,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"2896","ASV96","SRR7282482",369,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"1315","ASV32","SRR7282485",366,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus"
"1759","ASV45","SRR7282524",365,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"1403","ASV37","SRR7282525",363,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1622","ASV41","SRR7282523",361,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"372","ASV16","SRR7282487",359,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"1243","ASV31","SRR7282482",359,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas"
"101","ASV110","SRR7282485",356,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"1650","ASV41","SRR7282489",356,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"472","ASV17","SRR7282525",351,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"576","ASV183","SRR7282505",349,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1197","ASV30","SRR7282484",349,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1765","ASV45","SRR7282507",348,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"1917","ASV51","SRR7282520",337,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter"
"1395","ASV37","SRR7282490",334,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1640","ASV41","SRR7282503",334,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"1171","ASV30","SRR7282490",328,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"161","ASV12","SRR7282502",325,"IBS","Zhuang","IBS-D","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"294","ASV14","SRR7282484",324,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"39","ASV103","SRR7282521",320,"Healthy","Zhuang","HC","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila"
"643","ASV19","SRR7282482",320,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"653","ASV19","SRR7282485",318,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"1181","ASV30","SRR7282511",318,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"984","ASV27","SRR7282503",317,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella"
"462","ASV17","SRR7282483",316,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"376","ASV16","SRR7282490",307,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"397","ASV163","SRR7282489",307,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Intestinibacter"
"1753","ASV45","SRR7282510",304,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"1764","ASV45","SRR7282520",303,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"69","ASV109","SRR7282490",301,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum"
"1757","ASV45","SRR7282508",295,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"1763","ASV45","SRR7282489",293,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus"
"1215","ASV302","SRR7282505",291,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"2780","ASV74","SRR7282520",289,"Healthy","Zhuang","HC","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"1190","ASV30","SRR7282482",288,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"2805","ASV90","SRR7282520",288,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister"
"2771","ASV74","SRR7282523",287,"Healthy","Zhuang","HC","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"133","ASV114","SRR7282520",285,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae_UCG-003"
"2793","ASV90","SRR7282503",285,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister"
"964","ASV27","SRR7282483",284,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia/Shigella"
"2874","ASV93","SRR7282505",282,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostipes"
"422","ASV167","SRR7282490",281,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter"
"497","ASV173","SRR7282503",279,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium_sensu_stricto_1"
"390","ASV16","SRR7282485",276,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"2816","ASV90","SRR7282488",275,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Dialister"
"645","ASV19","SRR7282483",274,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"274","ASV14","SRR7282505",269,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"362","ASV16","SRR7282519",268,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"1182","ASV30","SRR7282524",263,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1198","ASV30","SRR7282521",262,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"1199","ASV30","SRR7282485",261,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"764","ASV22","SRR7282486",258,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"1615","ASV4","SRR7282489",257,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"2111","ASV55","SRR7282520",254,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"1242","ASV31","SRR7282504",249,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas"
"1134","ASV289","SRR7282511",248,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus"
"349","ASV141","SRR7282485",246,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"388","ASV16","SRR7282488",245,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"550","ASV181","SRR7282507",245,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera"
"128","ASV114","SRR7282489",244,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","Erysipelotrichaceae_UCG-003"
"103","ASV110","SRR7282487",243,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"640","ASV19","SRR7282507",242,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"329","ASV140","SRR7282488",241,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus"
"556","ASV181","SRR7282489",241,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera"
"364","ASV16","SRR7282517",240,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"120","ASV110","SRR7282506",239,"IBS","Zhuang","IBS-D","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella"
"300","ASV14","SRR7282489",233,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"632","ASV19","SRR7282503",232,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"1901","ASV51","SRR7282503",230,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter"
"74","ASV109","SRR7282520",228,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum"
"2916","ASV97","SRR7282483",228,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"2922","ASV97","SRR7282488",227,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"281","ASV14","SRR7282483",226,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"1804","ASV47","SRR7282509",226,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"1176","ASV30","SRR7282489",224,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"352","ASV141","SRR7282506",223,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"1191","ASV30","SRR7282507",223,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"659","ASV19","SRR7282510",221,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"1648","ASV41","SRR7282502",220,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium"
"745","ASV213","SRR7282489",218,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"721","ASV213","SRR7282504",217,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"1567","ASV396","SRR7282506",217,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"2765","ASV74","SRR7282519",217,"Healthy","Zhuang","HC","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella"
"470","ASV17","SRR7282482",216,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"2304","ASV6","SRR7282519",214,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"2933","ASV97","SRR7282520",210,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"333","ASV141","SRR7282520",209,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"242","ASV134","SRR7282503",208,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-004"
"767","ASV22","SRR7282505",208,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"298","ASV14","SRR7282510",207,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"1216","ASV302","SRR7282525",207,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"1910","ASV51","SRR7282482",207,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter"
"636","ASV19","SRR7282506",206,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"1233","ASV31","SRR7282506",206,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Megamonas"
"374","ASV16","SRR7282522",205,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"271","ASV14","SRR7282504",204,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium"
"1801","ASV47","SRR7282490",203,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"920","ASV263","SRR7282484",200,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella"
"367","ASV16","SRR7282520",198,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"354","ASV141","SRR7282490",197,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter"
"1200","ASV30","SRR7282504",197,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides"
"954","ASV265","SRR7282506",196,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptoclostridium"
"1425","ASV373","SRR7282489",195,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus"
"466","ASV17","SRR7282522",194,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"648","ASV19","SRR7282502",194,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Blautia"
"2894","ASV96","SRR7282525",193,"Healthy","Zhuang","HC","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"458","ASV17","SRR7282519",191,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"459","ASV17","SRR7282508",191,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter"
"751","ASV22","SRR7282487",191,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospira"
"1894","ASV51","SRR7282486",191,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter"
"2293","ASV6","SRR7282520",191,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia"
"2927","ASV97","SRR7282490",191,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Dorea"
"377","ASV16","SRR7282510",188,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"81","ASV109","SRR7282489",187,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Subdoligranulum"
"263","ASV134","SRR7282502",186,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_UCG-004"
"224","ASV133","SRR7282488",184,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus"
